discente,ano,turma,texto,respostas,data,tempo_inicial,tempo_final,duracao,correcao,quadrante_1,quadrante_2,quadrante_3,quadrante_4,compreensao,coeficiente_variacao,taxa_exatas,exata,grafia_incorreta,aceitavel,classe_correta,erro,branco
EST_090,7,A,Inseguranças no uso das redes sociais,"['rede', 'forma', '-', 'o', 'sugestões', 'poucos', 'logo', 'é', 'coisas', 'preocupão', 'sendo', 'uma', 'rede', '-', 'coisa', 'informações', 'de', 'redes', 'sabemos', 'verdadeiro', 'isso', 'sérios', 'na', 'disseminação', 'sociais', '-', 'danos', 'ter', 'redes', 'depressão', 'com', 'de', 'por', 'informações', 'devem', 'uso', 'as']",29-02-2024,08:03,08:13,10.0,"['classe_correta', 'classe_correta', 'branco', 'classe_correta', 'aceitavel', 'erro', 'erro', 'erro', 'aceitavel', 'erro', 'exata', 'exata', 'classe_correta', 'branco', 'aceitavel', 'exata', 'exata', 'exata', 'aceitavel', 'exata', 'exata', 'erro', 'classe_correta', 'aceitavel', 'exata', 'branco', 'classe_correta', 'aceitavel', 'exata', 'exata', 'exata', 'exata', 'erro', 'aceitavel', 'aceitavel', 'exata', 'grafia_incorreta']","('erro', 3)","('exata', 3)","('exata', 2)","('exata', 4)",67.568,0.625,35.135,13,1,8,6,6,3
EST_092,7,A,Inseguranças no uso das redes sociais,"['facilidade', 'facilidade', 'um', 'pelo', 'inseguranças', 'maiores', 'e', 'bancarios', 'pessoas', 'podem', 'sendo', 'um', 'uma', 'dados', 'coisa', 'pessoas', 'de', 'redes', 'podem', 'verdadeiro', 'tambem', 'e', 'serios', 'sites', 'elas', 'parte', 'ansiedade', 'ter', 'redes', 'depressão', 'com', 'de', 'por', 'dados', 'devem', 'uso', 'muitas']",29-02-2024,08:03,08:18,15.0,"['exata', 'aceitavel', 'aceitavel', 'erro', 'exata', 'aceitavel', 'erro', 'aceitavel', 'aceitavel', 'erro', 'exata', 'grafia_incorreta', 'erro', 'aceitavel', 'aceitavel', 'aceitavel', 'exata', 'exata', 'classe_correta', 'exata', 'erro', 'exata', 'erro', 'classe_correta', 'erro', 'classe_correta', 'aceitavel', 'aceitavel', 'exata', 'exata', 'exata', 'exata', 'erro', 'exata', 'aceitavel', 'exata', 'erro']","('aceitavel', 2)","('aceitavel', 3)","('aceitavel', 2)","('exata', 4)",71.622,0.597,35.135,13,1,11,3,9,0
EST_100,7,B,Inseguranças no uso das redes sociais,"['segurança', 'posibilidade', 'entre', 'esse', 'desvantagens', 'insegurança', 'e', 'tem', 'deles', 'são', 'sendo', 'outras', 'insegurança', 'as', 'preocupação', 'notícias', 'do', 'redes', 'tem', 'verdadeiro', 'tambem', 'com', 'que', 'individos', 'sociais', 'falsa', 'queixa', 'ter', 'redes', 'depressão', 'com', 'tem', 'com', 'coisas', 'pode', 'uso', 'falsas']",29-02-2024,07:55,08:14,19.0,"['aceitavel', 'grafia_incorreta', 'erro', 'exata', 'aceitavel', 'erro', 'erro', 'erro', 'grafia_incorreta', 'exata', 'exata', 'classe_correta', 'grafia_incorreta', 'erro', 'exata', 'aceitavel', 'grafia_incorreta', 'exata', 'classe_correta', 'exata', 'erro', 'erro', 'erro', 'erro', 'exata', 'erro', 'aceitavel', 'aceitavel', 'exata', 'exata', 'exata', 'erro', 'erro', 'aceitavel', 'aceitavel', 'exata', 'erro']","('erro', 3)","('exata', 1)","('erro', 4)","('exata', 3)",62.162,0.757,29.73,11,4,7,2,13,0
EST_101,7,B,Inseguranças no uso das redes sociais,"['internete', 'rede', 'todo', 'pra', 'cituações', 'mas', 'no', 'porem', 'pessoas', 'da', 'publicadas', 'muinta', 'publicação', 'as', 'preocupação', 'redes', 'de', 'redes', 'podemos', 'verdadeiro', 'porem', 'tragicos', 'de', 'blogueiros', 'sociais', 'tecnologia', 'muinto', 'ver', 'redes', 'depressão', 'com', 'fizeram', 'por', 'redes', 'podem', 'uso ', 'publica']",29-02-2024,07:55,08:11,16.0,"['erro', 'classe_correta', 'exata', 'erro', 'aceitavel', 'erro', 'classe_correta', 'erro', 'aceitavel', 'erro', 'erro', 'erro', 'aceitavel', 'erro', 'exata', 'aceitavel', 'exata', 'exata', 'aceitavel', 'exata', 'erro', 'erro', 'classe_correta', 'aceitavel', 'exata', 'aceitavel', 'erro', 'classe_correta', 'exata', 'exata', 'exata', 'erro', 'erro', 'aceitavel', 'classe_correta', 'exata', 'erro']","('erro', 1)","('erro', 2)","('erro', 2)","('exata', 3)",55.405,0.834,27.027,10,0,8,5,14,0
EST_106,7,A,Inseguranças no uso das redes sociais,"['rede', 'forma', 'todo', 'o', 'mudanças', 'maiores', 'e', 'pessoais', 'coisas', 'são', 'sendo', 'muitas', 'redes', 'redes', 'preocupação', 'informações', 'de', 'redes', 'são', 'verdadeiro', 'até', 'pessoais', 'de', '-', 'sociais', 'fase', 'preocupação', 'cada', 'redes', 'depressão', 'com', 'de', 'para', 'informações', 'devem', 'uso', 'as']",29-02-2024,08:03,08:27,24.0,"['classe_correta', 'classe_correta', 'exata', 'classe_correta', 'aceitavel', 'aceitavel', 'erro', 'exata', 'aceitavel', 'exata', 'exata', 'aceitavel', 'aceitavel', 'aceitavel', 'exata', 'exata', 'exata', 'exata', 'erro', 'exata', 'erro', 'erro', 'classe_correta', 'branco', 'exata', 'aceitavel', 'aceitavel', 'erro', 'exata', 'exata', 'exata', 'exata', 'erro', 'aceitavel', 'aceitavel', 'exata', 'grafia_incorreta']","('classe_correta', 2)","('exata', 4)","('erro', 2)","('exata', 4)",75.676,0.524,40.541,15,1,10,4,6,1
EST_109,7,B,Inseguranças no uso das redes sociais,"['rede', 'possibilidade', 'todo', 'esse', 'negatividade', 'causas', 'tanto', 'sociais', 'vezes', 'são', 'sendo', 'muita', 'privacidade', 'dados', 'preocupação', 'contas', 'no', 'redes', 'podemos', 'real', 'isso', 'problemáticos', 'de', 'trabalho', 'sociais', 'fonte', 'erros', 'conseguir', 'redes', 'desepero', 'com', 'de', 'e', 'dados', 'devem', 'conceito', 'certas']",29-02-2024,07:55,08:05,10.0,"['classe_correta', 'exata', 'exata', 'exata', 'aceitavel', 'erro', 'erro', 'erro', 'exata', 'exata', 'exata', 'aceitavel', 'aceitavel', 'aceitavel', 'exata', 'aceitavel', 'aceitavel', 'exata', 'aceitavel', 'erro', 'exata', 'erro', 'classe_correta', 'aceitavel', 'exata', 'classe_correta', 'aceitavel', 'classe_correta', 'exata', 'erro', 'exata', 'exata', 'exata', 'exata', 'aceitavel', 'classe_correta', 'erro']","('exata', 3)","('aceitavel', 3)","('erro', 1)","('exata', 4)",74.324,0.533,40.541,15,0,10,5,7,0
EST_112,7,B,Inseguranças no uso das redes sociais,"['forma', 'forma', 'todo', 'o', 'informações', 'principais', 'Durante', 'pessoais', 'vezes', 'são', 'sendo', 'muitas', 'privacidade', 'comunicação', 'forma', 'publicações', 'para', 'redes', 'conseguimos', 'verdadeiro', 'Isso', 'como', 'a', 'comunicação', 'sociais', 'forma', 'bem', 'usar', 'redes', 'depressão', 'com', 'de', 'para', 'informações', 'devem', 'uso', 'as']",29-02-2024,07:55,08:09,14.0,"['classe_correta', 'classe_correta', 'exata', 'classe_correta', 'aceitavel', 'exata', 'classe_correta', 'exata', 'exata', 'exata', 'exata', 'aceitavel', 'aceitavel', 'aceitavel', 'classe_correta', 'aceitavel', 'aceitavel', 'exata', 'exata', 'exata', 'exata', 'erro', 'grafia_incorreta', 'aceitavel', 'exata', 'classe_correta', 'erro', 'aceitavel', 'exata', 'exata', 'exata', 'exata', 'erro', 'aceitavel', 'aceitavel', 'exata', 'grafia_incorreta']","('exata', 3)","('aceitavel', 3)","('exata', 2)","('exata', 4)",83.784,0.369,43.243,16,2,10,6,3,0
EST_116,7,B,Inseguranças no uso das redes sociais,"['facilidade', 'possibilidade', 'certo', 'esse', 'inseguranças', 'maiores', 'Pois', 'acecivo', 'vezes', 'são', 'sendo', 'muita', 'privacidade', 'senhas', 'preocupação', 'informações', 'do', 'redes', 'conseguimos', 'verdadeiro', 'Isso', 'ou', 'da', 'insegurança', 'sociais', 'crise', 'danos', 'ter', 'redes', 'insegurança', 'com', 'de', 'sobre', 'dados', 'devem', 'uso', 'as']",29-02-2024,07:55,08:17,22.0,"['exata', 'exata', 'classe_correta', 'exata', 'exata', 'aceitavel', 'erro', 'erro', 'exata', 'exata', 'exata', 'aceitavel', 'aceitavel', 'exata', 'exata', 'exata', 'grafia_incorreta', 'exata', 'exata', 'exata', 'exata', 'aceitavel', 'classe_correta', 'aceitavel', 'exata', 'aceitavel', 'classe_correta', 'aceitavel', 'exata', 'aceitavel', 'exata', 'exata', 'erro', 'exata', 'aceitavel', 'exata', 'grafia_incorreta']","('exata', 2)","('exata', 3)","('exata', 2)","('exata', 2)",87.838,0.335,54.054,20,2,9,3,3,0
EST_126,7,A,Inseguranças no uso das redes sociais,"['forma', 'forma', 'todo', 'o', 'problemas', 'tais', 'pois', 'meio', 'vezes', 'foram', 'sendo', 'uma', 'segurança', 'contas', 'forma', 'contas', 'do', 'redes', 'podem', 'verdadeiro', 'elas', 'ou', 'na', 'empresas', 'sociais', 'forma', 'formas', 'usar', 'redes', 'decepção', 'com', 'criaram', 'por', 'dados', 'devem', 'uso', 'também']",29-02-2024,08:03,08:20,17.0,"['classe_correta', 'classe_correta', 'exata', 'classe_correta', 'aceitavel', 'erro', 'erro', 'erro', 'exata', 'aceitavel', 'exata', 'exata', 'exata', 'grafia_incorreta', 'classe_correta', 'aceitavel', 'grafia_incorreta', 'exata', 'classe_correta', 'exata', 'aceitavel', 'aceitavel', 'classe_correta', 'exata', 'exata', 'classe_correta', 'classe_correta', 'aceitavel', 'exata', 'grafia_incorreta', 'exata', 'erro', 'erro', 'exata', 'aceitavel', 'exata', 'erro']","('erro', 3)","('exata', 3)","('aceitavel', 2)","('erro', 2)",72.973,0.519,35.135,13,3,7,8,6,0
EST_128,7,A,Inseguranças no uso das redes sociais,"['fonte', 'facilidade', 'todo', 'esse', 'mudanças', 'nossas', 'e', 'pessoais', 'coisas', 'são', 'sendo', 'algumas', 'clonagem', 'fake', '-', 'informações', 'de', 'redes', 'sabemos', 'verdadeiro', '-', '-', '-', '-', 'sociais', '-', '-', 'usar', 'redes', '-', 'com', 'de', 'e', 'dados', 'devem', 'uso', 'todas']",29-02-2024,08:03,08:19,16.0,"['aceitavel', 'aceitavel', 'exata', 'exata', 'aceitavel', 'erro', 'erro', 'exata', 'aceitavel', 'exata', 'exata', 'aceitavel', 'aceitavel', 'classe_correta', 'branco', 'exata', 'exata', 'exata', 'aceitavel', 'exata', 'branco', 'branco', 'branco', 'branco', 'exata', 'branco', 'branco', 'aceitavel', 'exata', 'branco', 'exata', 'exata', 'exata', 'exata', 'aceitavel', 'exata', 'grafia_incorreta']","('aceitavel', 2)","('exata', 3)","('branco', 4)","('exata', 4)",71.622,0.619,43.243,16,1,9,1,2,8
EST_129,7,B,Inseguranças no uso das redes sociais,"['ligação', 'internete', 'todo', 'esse', 'falhas', 'maiores', 'Tambêm', 'pessoais', 'nois', 'são', 'sendo', 'muito', 'parte', 'fotos', 'preocupação', 'informaçoes', 'de', 'redes', 'consegue', 'verdadeiro', 'Isso', 'e', 'na', 'impresas', 'sociais', 'ansiedade', 'depresão', 'ter', 'redes', 'depressão', 'com', 'de', 'por', 'dados', 'a', 'uso', 'as']",29-02-2024,07:55,08:13,18.0,"['classe_correta', 'erro', 'exata', 'exata', 'aceitavel', 'aceitavel', 'erro', 'exata', 'erro', 'exata', 'exata', 'erro', 'classe_correta', 'aceitavel', 'exata', 'grafia_incorreta', 'exata', 'exata', 'grafia_incorreta', 'exata', 'exata', 'exata', 'classe_correta', 'grafia_incorreta', 'exata', 'aceitavel', 'aceitavel', 'aceitavel', 'exata', 'exata', 'exata', 'exata', 'erro', 'exata', 'erro', 'exata', 'grafia_incorreta']","('exata', 2)","('exata', 2)","('exata', 3)","('exata', 4)",79.73,0.472,48.649,18,4,6,3,6,0
EST_138,7,B,Inseguranças no uso das redes sociais,"['tecnologia', 'internet', 'redes', 'como', 'coisas', 'mais', 'do', 'pessoais', 'coisas', 'são', 'sendo', 'muitas', 'paginas', 'contas', 'coisa', 'coisas', 'de', 'redes', 'conseguimos', 'real', 'também', 'como', 'de', '-', 'sociais', 'pagina', 'redes', 'usar', 'redes', 'depressão', 'com', 'de', 'por', 'celular', 'devem', 'que', 'dar']",29-02-2024,07:55,08:06,11.0,"['aceitavel', 'erro', 'erro', 'erro', 'aceitavel', 'erro', 'classe_correta', 'exata', 'aceitavel', 'exata', 'exata', 'aceitavel', 'aceitavel', 'grafia_incorreta', 'aceitavel', 'aceitavel', 'exata', 'exata', 'exata', 'erro', 'erro', 'erro', 'classe_correta', 'branco', 'exata', 'aceitavel', 'aceitavel', 'aceitavel', 'exata', 'exata', 'exata', 'exata', 'erro', 'classe_correta', 'aceitavel', 'erro', 'grafia_incorreta']","('erro', 3)","('exata', 3)","('erro', 3)","('exata', 4)",68.919,0.639,29.73,11,2,11,3,9,1
EST_141,7,A,Inseguranças no uso das redes sociais,"['rede', '-', 'todo', 'o', 'preucações', 'unicas', 'do', 'celulares', 'veses', 'é', 'sendo', 'muita', 'divercidades', '-', 'coisa', 'amisade', 'de', 'redes', '-', '-', 'nos', '-', '-', '-', 'sociais', 'nova', 'ate', 'uso', 'rede', '-', 'com', 'das', 'por', 'coisas', '-', '-', '-']",29-02-2024,08:03,08:31,28.0,"['classe_correta', 'branco', 'exata', 'classe_correta', 'aceitavel', 'erro', 'classe_correta', 'aceitavel', 'grafia_incorreta', 'aceitavel', 'exata', 'aceitavel', 'erro', 'branco', 'aceitavel', 'aceitavel', 'exata', 'exata', 'branco', 'branco', 'erro', 'branco', 'branco', 'branco', 'exata', 'erro', 'erro', 'erro', 'grafia_incorreta', 'branco', 'exata', 'aceitavel', 'erro', 'aceitavel', 'branco', 'branco', 'branco']","('classe_correta', 1)","('aceitavel', 2)","('branco', 3)","('branco', 3)",47.297,1.012,16.216,6,2,8,3,7,11
EST_143,7,A,Inseguranças no uso das redes sociais,"['forma', 'forma', 'todo', 'o', 'distrações', 'grandes', 'também', 'pessoais', 'coisas', 'são', 'sendo', 'uma', 'insegurança', 'também', 'coisa', 'propagandas', 'de', 'redes', 'sinto', 'verdade', 'você', 'ou', 'de', 'robôs', 'sociais', 'imagem', 'também', 'criar', 'redes', 'estresse', 'com', 'são', 'por', 'dados', 'devem', 'uso', 'essas']",29-02-2024,08:03,08:29,26.0,"['classe_correta', 'classe_correta', 'exata', 'classe_correta', 'aceitavel', 'aceitavel', 'erro', 'exata', 'aceitavel', 'exata', 'exata', 'exata', 'grafia_incorreta', 'erro', 'aceitavel', 'aceitavel', 'exata', 'exata', 'aceitavel', 'grafia_incorreta', 'classe_correta', 'aceitavel', 'classe_correta', 'aceitavel', 'exata', 'classe_correta', 'erro', 'classe_correta', 'exata', 'aceitavel', 'exata', 'erro', 'erro', 'exata', 'aceitavel', 'exata', 'erro']","('classe_correta', 2)","('exata', 2)","('grafia_incorreta', 1)","('erro', 2)",74.324,0.51,32.432,12,2,10,7,6,0
EST_152,7,B,Inseguranças no uso das redes sociais,"['maneiro', 'juntar', 'todo', 'esse', 'inseguranças', 'reais', 'Para', 'pessoais', 'vezes', 'são', 'sendo', 'muitas', 'crecimento', 'dados', 'coisa', 'informações', 'de', 'redes', 'se', 'verdadeiro', 'Que', 'como', 'da', 'roubar', 'sociais', 'grande', 'ansiedade', 'ter', 'redes', 'depressão', 'com', 'de', 'para', 'dados', 'tem', 'uso', 'apagar']",29-02-2024,07:55,08:26,31.0,"['aceitavel', 'erro', 'exata', 'exata', 'exata', 'aceitavel', 'classe_correta', 'exata', 'exata', 'exata', 'exata', 'aceitavel', 'aceitavel', 'aceitavel', 'aceitavel', 'exata', 'exata', 'exata', 'erro', 'exata', 'erro', 'erro', 'classe_correta', 'erro', 'exata', 'erro', 'aceitavel', 'aceitavel', 'exata', 'exata', 'exata', 'exata', 'erro', 'exata', 'classe_correta', 'exata', 'erro']","('exata', 3)","('aceitavel', 4)","('erro', 2)","('exata', 4)",74.324,0.556,48.649,18,0,8,3,8,0
EST_154,7,B,Inseguranças no uso das redes sociais,"['falta', 'dificudade', 'todo', 'o', 'inseguranças', 'é', 'do', 'e', 'vezes', 'são', 'sendo', 'informação', 'privacidade', 'conta', 'coisa', 'contas', 'de', 'redes', 'conseguimos', 'golpe', 'e', 'e', 'a', 'informação', 'sociais', 'conta', 'muitas', 'criar', 'redes', 'insegurança', 'com', 'de', 'e', 'informação', 'podem', 'que', 'as']",29-02-2024,07:55,08:13,18.0,"['aceitavel', 'aceitavel', 'exata', 'classe_correta', 'exata', 'erro', 'classe_correta', 'erro', 'exata', 'exata', 'exata', 'erro', 'aceitavel', 'erro', 'aceitavel', 'aceitavel', 'exata', 'exata', 'exata', 'erro', 'erro', 'exata', 'grafia_incorreta', 'aceitavel', 'exata', 'erro', 'erro', 'classe_correta', 'exata', 'aceitavel', 'exata', 'exata', 'exata', 'aceitavel', 'classe_correta', 'erro', 'grafia_incorreta']","('aceitavel', 2)","('exata', 3)","('erro', 2)","('exata', 3)",70.27,0.607,37.838,14,2,8,4,9,0
EST_157,7,A,Inseguranças no uso das redes sociais,"['ajuda', 'possibilidade', 'todo', 'o', 'desvantagem', 'maiores', 'é', 'bancarios', 'pessoas', 'são', 'sendo', 'uma', 'coleta', 'senhas', 'preocupação', 'noticias', 'de', 'redes', 'conseguem', 'verdade', 'como', 'de', 'de', 'famosos', 'sociais', 'crise', 'grandes', 'divulgar', 'redes', 'depresão', 'com', 'de', 'pelas', 'algumas', 'deve', 'uso', 'as']",29-02-2024,08:03,08:16,13.0,"['erro', 'exata', 'exata', 'classe_correta', 'aceitavel', 'aceitavel', 'erro', 'aceitavel', 'aceitavel', 'exata', 'exata', 'exata', 'aceitavel', 'exata', 'exata', 'aceitavel', 'exata', 'exata', 'grafia_incorreta', 'grafia_incorreta', 'erro', 'grafia_incorreta', 'classe_correta', 'erro', 'exata', 'aceitavel', 'erro', 'classe_correta', 'exata', 'grafia_incorreta', 'exata', 'exata', 'erro', 'erro', 'aceitavel', 'exata', 'grafia_incorreta']","('exata', 2)","('exata', 2)","('grafia_incorreta', 1)","('exata', 2)",77.027,0.514,37.838,14,5,8,3,7,0
EST_164,7,A,Inseguranças no uso das redes sociais,"['rede', 'capacidade', 'todo', 'o', 'inseguranças', 'principais', 'e', 'utilizados', 'preocupações', 'foram', 'sendo', 'muitas', 'coleta', 'dados', 'preocupação', 'noticias', 'de', 'redes', 'conseguimos', 'verdadeiro', 'também', 'e', 'a', 'site', 'cociais', 'forte', 'inseguranças', 'colocar', 'redes', 'depressão', 'com', 'de', 'e', 'dados', 'precisão', 'uso', 'e']",29-02-2024,08:03,08:37,34.0,"['classe_correta', 'aceitavel', 'exata', 'classe_correta', 'exata', 'exata', 'erro', 'erro', 'aceitavel', 'aceitavel', 'exata', 'aceitavel', 'aceitavel', 'aceitavel', 'exata', 'aceitavel', 'exata', 'exata', 'exata', 'exata', 'erro', 'exata', 'grafia_incorreta', 'aceitavel', 'grafia_incorreta', 'erro', 'aceitavel', 'aceitavel', 'exata', 'exata', 'exata', 'exata', 'exata', 'exata', 'grafia_incorreta', 'exata', 'erro']","('exata', 2)","('aceitavel', 3)","('aceitavel', 2)","('exata', 6)",83.784,0.417,45.946,17,3,10,2,5,0
EST_170,7,B,Inseguranças no uso das redes sociais,"['facilidade', 'capacidade', 'todo', 'o', 'complicações', 'muitas', 'capacita', 'constantemente', 'coisas', 'são', 'sendo', 'uma', 'veracidade', 'jornais', 'preocupação', 'informações', 'do', 'redes', 'conseguir', 'verdadeiro', 'muito', 'e', 'a', 'lojas', 'levam', 'forte', 'ataque', 'pessoas', 'redes', 'depressão', 'com', 'de', 'por', 'informações', 'podem', 'uso', 'as']",29-02-2024,07:55,08:11,16.0,"['exata', 'aceitavel', 'exata', 'classe_correta', 'aceitavel', 'erro', 'erro', 'erro', 'aceitavel', 'exata', 'exata', 'exata', 'aceitavel', 'aceitavel', 'exata', 'exata', 'grafia_incorreta', 'exata', 'grafia_incorreta', 'exata', 'erro', 'exata', 'grafia_incorreta', 'aceitavel', 'erro', 'erro', 'aceitavel', 'erro', 'exata', 'exata', 'exata', 'exata', 'erro', 'aceitavel', 'classe_correta', 'exata', 'grafia_incorreta']","('erro', 3)","('exata', 2)","('erro', 2)","('exata', 4)",75.676,0.546,40.541,15,4,8,2,8,0
EST_172,7,B,Inseguranças no uso das redes sociais,"['informações', 'preocupações', 'redes', 'está', 'Privacidade', 'outras', 'é', 'pessoais', 'outras', 'foram', 'sendo', 'uma', 'privacidade', 'preocupações', 'maneiras', 'informações', 'da', 'redes', 'está', 'privacidade', 'informações', 'preocupações', 'pessoais', 'outras', 'sociais', 'pagina', 'maneiras', 'parsa', 'redes', 'depreção', 'com', 'de', 'é', 'redes', 'como', 'uso', 'outras']",29-02-2024,07:55,08:17,22.0,"['aceitavel', 'aceitavel', 'erro', 'grafia_incorreta', 'aceitavel', 'erro', 'erro', 'exata', 'erro', 'aceitavel', 'exata', 'exata', 'aceitavel', 'aceitavel', 'aceitavel', 'exata', 'grafia_incorreta', 'exata', 'erro', 'erro', 'erro', 'erro', 'erro', 'erro', 'exata', 'aceitavel', 'aceitavel', 'erro', 'exata', 'grafia_incorreta', 'exata', 'exata', 'grafia_incorreta', 'aceitavel', 'erro', 'exata', 'erro']","('aceitavel', 2)","('aceitavel', 3)","('erro', 5)","('exata', 2)",64.865,0.736,27.027,10,4,10,0,13,0
EST_182,7,A,Inseguranças no uso das redes sociais,"['criação', 'abilidade', '-', '-', 'dificuldades', '-', 'e', 'tendo', 'nos', 'todos', 'o', '-', 'pesquisas', 'a', 'também', 'fotos', 'de', 'redes', 'consegue', 'verdadeiro', 'não', 'e', 'de', 'animais', 'podem', '-', '-', 'fazer', '-', 'depressão', 'com', 'fizeram', '-', 'dados', 'devem', 'dezenvolvimento', 'a']",29-02-2024,08:03,08:34,31.0,"['aceitavel', 'classe_correta', 'branco', 'branco', 'aceitavel', 'branco', 'erro', 'erro', 'erro', 'erro', 'erro', 'branco', 'aceitavel', 'erro', 'erro', 'aceitavel', 'exata', 'exata', 'grafia_incorreta', 'exata', 'erro', 'exata', 'classe_correta', 'aceitavel', 'erro', 'branco', 'branco', 'classe_correta', 'branco', 'exata', 'exata', 'erro', 'branco', 'exata', 'aceitavel', 'erro', 'classe_correta']","('erro', 4)","('erro', 2)","('branco', 2)","('exata', 2)",43.243,1.081,18.919,7,1,6,4,11,8
EST_184,7,A,Inseguranças no uso das redes sociais,"['rede', '-', '-', 'algum', '-', 'frequetes', 'e', 'privados', '-', 'são', 'sendo', 'tipo', 'milhares', 'dados', 'preocupações', 'informações', 'de', 'redes', 'vão', 'verdadeiro', 'isso', 'ou', 'a', '-', 'sociais', 'coisa', 'problemas', '-', 'redes', 'depressão', 'com', 'de', 'para', 'dados', 'pra', 'perigo', 'ás']",29-02-2024,08:03,08:14,11.0,"['classe_correta', 'branco', 'branco', 'aceitavel', 'branco', 'erro', 'erro', 'erro', 'branco', 'exata', 'exata', 'erro', 'erro', 'aceitavel', 'grafia_incorreta', 'exata', 'exata', 'exata', 'erro', 'exata', 'exata', 'aceitavel', 'grafia_incorreta', 'branco', 'exata', 'aceitavel', 'aceitavel', 'branco', 'exata', 'exata', 'exata', 'exata', 'erro', 'exata', 'erro', 'classe_correta', 'aceitavel']","('erro', 3)","('exata', 3)","('exata', 2)","('exata', 4)",59.459,0.802,35.135,13,2,6,2,8,6
EST_185,7,B,Inseguranças no uso das redes sociais,"['forma', 'forma', 'todo', 'este', 'coisas', 'grandes', 'com', 'pessoais', 'coisa', 'estão', 'sendo', 'muita', 'disseminação', 'endereço', 'coisa', 'informações', 'de', 'redes', 'da', 'verdadeiro', 'Isso', 'violencia', 'a', 'familiares', 'sociais', 'acumulo', 'brigas', 'expor', 'redes', 'depressão', 'com', 'de', 'de', 'dados', 'podem', 'uso', 'vazar']",29-02-2024,07:55,08:19,24.0,"['classe_correta', 'classe_correta', 'exata', 'grafia_incorreta', 'aceitavel', 'aceitavel', 'exata', 'exata', 'aceitavel', 'grafia_incorreta', 'exata', 'aceitavel', 'aceitavel', 'aceitavel', 'aceitavel', 'exata', 'exata', 'exata', 'erro', 'exata', 'exata', 'erro', 'grafia_incorreta', 'aceitavel', 'exata', 'aceitavel', 'aceitavel', 'classe_correta', 'exata', 'exata', 'exata', 'exata', 'grafia_incorreta', 'exata', 'classe_correta', 'exata', 'erro']","('classe_correta', 2)","('aceitavel', 4)","('exata', 2)","('exata', 4)",86.486,0.347,43.243,16,4,10,4,3,0
EST_186,7,A,Inseguranças no uso das redes sociais,"['rede', 'tecnologia', '-', 'o', 'beneficios', 'maiores', 'mas', 'ajuda', 'vezes', 'são', 'sendo', 'muitas', '-', 'dados', 'preocupação', 'notícias', 'de', 'redes', 'conseguimos', 'real', 'isso', 'e', 'de', 'famosos', 'podem', 'diferença', 'preconceito', 'ter', 'redes', 'depressão', 'com', 'que', 'e', 'redes', 'devem', 'uso', 'das']",29-02-2024,08:03,08:20,17.0,"['classe_correta', 'aceitavel', 'branco', 'classe_correta', 'aceitavel', 'aceitavel', 'erro', 'erro', 'exata', 'exata', 'exata', 'aceitavel', 'branco', 'aceitavel', 'exata', 'aceitavel', 'exata', 'exata', 'exata', 'erro', 'exata', 'exata', 'classe_correta', 'erro', 'erro', 'aceitavel', 'aceitavel', 'aceitavel', 'exata', 'exata', 'exata', 'erro', 'exata', 'aceitavel', 'aceitavel', 'exata', 'exata']","('aceitavel', 2)","('exata', 3)","('aceitavel', 3)","('exata', 3)",74.324,0.556,40.541,15,0,11,3,6,2
EST_188,7,A,Inseguranças no uso das redes sociais,"['facilidade', 'junção', 'todo', 'o', 'cuidados', 'principais', 'quando', 'é', 'pessoas', 'são', 'sendo', 'muitas', 'quantidade', 'dados', 'coisa', 'informações', 'de', 'redes', 'bem', 'verdadeiro', 'isso', 'como', 'de', 'lugares', 'sociais', 'camada', 'muito', 'criar', 'redes', 'estresse', 'com', 'de', 'e', 'dados', 'devem', 'dano', 'suas']",29-02-2024,08:03,08:21,18.0,"['exata', 'aceitavel', 'exata', 'classe_correta', 'aceitavel', 'exata', 'erro', 'erro', 'aceitavel', 'exata', 'exata', 'aceitavel', 'classe_correta', 'aceitavel', 'aceitavel', 'exata', 'exata', 'exata', 'erro', 'exata', 'exata', 'erro', 'classe_correta', 'aceitavel', 'exata', 'aceitavel', 'erro', 'classe_correta', 'exata', 'aceitavel', 'exata', 'exata', 'exata', 'exata', 'aceitavel', 'classe_correta', 'grafia_incorreta']","('erro', 2)","('exata', 3)","('exata', 2)","('exata', 4)",79.73,0.448,43.243,16,1,10,5,5,0
EST_198,7,B,Inseguranças no uso das redes sociais,"['-', 'facilidade', '-', 'o', 'inseguranças', '-', '-', '-', 'pessoas', 'são', 'sendo', 'uma', '-', '-', 'preocupação', 'mensagens', 'de', 'redes', 'conseguimos', 'verdadeiro', 'E', 'e', 'na', '-', 'sociais', '-', '-', 'ter', 'redes', 'depressão', 'com', 'de', 'e', 'dados', 'devem', '-', 'falsas']",29-02-2024,07:55,08:30,35.0,"['branco', 'aceitavel', 'branco', 'classe_correta', 'exata', 'branco', 'branco', 'branco', 'aceitavel', 'exata', 'exata', 'exata', 'branco', 'branco', 'exata', 'aceitavel', 'exata', 'exata', 'exata', 'exata', 'erro', 'exata', 'classe_correta', 'branco', 'exata', 'branco', 'branco', 'aceitavel', 'exata', 'exata', 'exata', 'exata', 'exata', 'exata', 'aceitavel', 'branco', 'erro']","('branco', 3)","('exata', 3)","('branco', 2)","('exata', 6)",62.162,0.757,45.946,17,0,5,2,2,11
